Daily_UV,Average_registration_rate,Average_search_volume,Visit_depth,Average_session_duration,Order_conversion_rate,Total_advertising_duration,Material_type,Ad_type,Cooperation_method,Ad_size,Ad_selling_point,clusters
78.84,0.0009,0.0055,1.1112,340.94,0.0001,21,jpg,banner,cpc,600*90,Employment,3
227.98,0.0004,0.0104,1.1066,288.38,0.0002,3,jpg,banner,cpc,600*90,Employment,3
77.3,0.0,0.0135,1.3842,216.8,0.0,25,jpg,banner,cpc,600*90,Employment,3
88.85,0.0,0.0106,1.4039,229.3,0.0003,23,jpg,banner,cpc,600*90,Employment,3
45.53,0.0002,0.0128,1.5607,205.1,0.0001,6,jpg,banner,cpc,600*90,Employment,3
100.35,0.0,0.0069,1.118,305.18,0.0002,3,jpg,banner,cpc,600*90,Employment,3
76.59,0.0,0.0043,1.1212,295.79,0.0,6,jpg,banner,cpc,600*90,Employment,3
564.96,0.0003,0.0092,1.1189,340.37,0.0003,11,jpg,banner,cpc,600*90,Employment,3
3.69,0.025,0.0159,3.2568,370.63,0.0213,22,jpg,banner,cpc,600*90,Employment,3
0.54,0.012,0.0,5.988,785.16,0.0882,26,jpg,banner,cpc,600*90,Employment,3
93.25,0.0,0.0049,1.1037,300.77,0.0001,8,jpg,banner,cpc,600*90,Employment,3
38.13,0.0,0.0052,1.0733,280.93,0.0,27,jpg,banner,cpc,600*90,Employment,3
138.69,0.0,0.0068,1.1093,322.23,0.0001,7,jpg,banner,cpc,600*90,Employment,3
2.42,0.0156,0.5826,3.1215,393.69,0.0079,20,jpg,banner,cpc,600*90,Employment,3
103.66,0.0003,0.0059,1.1234,319.47,0.0003,18,jpg,banner,cpc,600*90,Employment,3
421.81,0.0002,0.0097,1.1094,319.94,0.0002,29,jpg,banner,cpc,600*90,Employment,3
16.11,0.0,0.0102,1.3539,286.76,0.0,18,jpg,banner,cpc,600*90,Employment,3
46.16,0.0,0.0123,1.3923,190.95,0.0,11,jpg,banner,cpc,600*90,Employment,3
21.02,0.0,0.0052,1.5407,63.4,0.0,27,jpg,banner,cpc,600*90,Employment,3
12.61,0.0023,0.0063,1.1002,350.83,0.0002,28,jpg,banner,cpc,600*90,Employment,3
0.72,0.0,0.0135,1.4595,186.73,0.0033,23,jpg,banner,cpc,600*90,Employment,3
0.81,0.0,0.0,1.6667,269.47,0.0059,11,jpg,banner,cpc,600*90,Employment,3
18.17,0.0011,0.0016,1.2751,125.33,0.0008,17,jpg,banner,cpc,600*90,Employment,3
3.85,0.0051,0.0026,1.6394,200.86,0.0049,17,jpg,banner,cpc,600*90,Employment,3
3.0,0.0,0.0,1.4885,180.85,0.0024,13,jpg,banner,cpc,600*90,Employment,3
0.81,0.0,0.0,1.8519,50.1,0.0,21,gif,banner,cpc,600*90,Employment,3
4.42,0.0,0.0,98.9799,4450.83,0.0,29,gif,banner,cpc,600*90,Employment,3
2.02,0.0,0.0,1.4683,284.36,0.0094,16,jpg,banner,cpc,600*90,Employment,3
2.6,0.0076,0.0,1.7443,319.58,0.0,24,jpg,banner,cpc,600*90,Employment,3
1.26,0.0,0.0079,1.378,279.65,0.0038,21,jpg,banner,cpc,600*90,Employment,3
8.67,0.0,0.0023,1.3299,88.05,0.0008,18,jpg,banner,cpc,600*90,Employment,3
2.9,0.0,0.0,1.2103,161.36,0.0025,30,jpg,banner,cpc,600*90,Employment,3
4.6,0.0,0.0,1.3918,60.96,0.0,19,jpg,banner,cpc,600*90,Employment,3
8.68,0.004,0.4197,2.6044,332.11,0.0044,8,jpg,banner,cpc,480*360,Improving efficiency,8
3268.41,0.0015,0.0069,1.8947,225.85,0.0022,7,jpg,banner,cpc,600*90,Improving efficiency,1
4.35,0.0,0.0023,1.0114,132.58,0.0,2,jpg,banner,cpc,600*90,Improving efficiency,1
2417.78,0.0016,0.0055,1.7886,235.83,0.0018,22,jpg,banner,cpc,600*90,Improving efficiency,1
3.81,0.0,0.0,1.034,466.08,0.0,11,jpg,banner,cpc,480*360,Low Price,8
12586.93,0.0022,0.0059,2.1795,268.1,0.0028,21,jpg,banner,cpc,480*360,Low Price,8
11.14,0.0,0.0018,1.0036,130.71,0.0,16,jpg,banner,cpc,480*360,Low Price,8
1.32,0.0,0.0,1.25,75.83,0.0,24,jpg,banner,cpc,480*360,Low Price,8
6.16,0.0,0.0,1.3942,65.3,0.0,23,jpg,banner,cpc,600*90,Employment,3
9669.94,0.0011,0.0024,1.689,405.86,0.0016,23,jpg,banner,cpc,480*360,Low Price,8
3.63,0.0,0.0,1.0054,476.24,0.0,8,jpg,banner,cpc,480*360,Low Price,8
2.19,0.0,0.0,1.0676,506.51,0.0,24,jpg,banner,cpc,480*360,Low Price,8
24.17,0.0,0.0041,1.2949,134.15,0.0007,26,jpg,banner,cpc,600*90,Employment,3
1.66,0.0,0.006,1.3631,147.35,0.0,19,jpg,banner,cpc,600*90,Employment,3
7.1,0.0042,0.0056,1.5635,254.0,0.006,25,jpg,banner,cpc,600*90,Employment,3
32.1,0.0012,0.0024,1.3982,219.53,0.005,18,jpg,banner,cpc,600*90,Employment,3
12.5,0.0016,0.0055,1.281,292.61,0.0021,29,jpg,banner,cpc,600*90,Employment,3
11.96,0.0017,0.005,1.1533,107.01,0.003,16,jpg,banner,cpc,600*90,Employment,3
5.72,0.0025,0.2224,5.0515,521.08,0.0083,4,jpg,banner,cpc,600*90,Employment,3
310.4,0.0002,0.0071,2.5104,162.94,0.0007,11,jpg,banner,cpc,960*126,Employment,3
0.79,0.0,0.0,4.8767,595.11,0.0603,29,jpg,banner,roi,960*126,Low Price,5
0.93,0.0,0.0,1.9785,2.42,0.0,18,jpg,banner,cpc,960*126,Low Price,8
0.94,0.0,0.0,1.9681,1.99,0.0,10,jpg,banner,cpc,960*126,Low Price,8
0.95,0.0,0.0,1.9789,2.62,0.0,21,jpg,banner,cpc,960*126,Free,4
0.92,0.0,0.0,1.9783,2.36,0.0,9,jpg,banner,cpc,960*126,Free,4
0.95,0.0,0.0,1.9579,2.63,0.0,2,jpg,banner,cpc,960*126,Free,4
0.93,0.0,0.0,1.9677,2.61,0.0,24,jpg,banner,cpc,960*126,Free,4
4517.26,0.0008,0.0026,1.8983,359.98,0.0005,14,video,tips,cpc,900*120,Promotion and salary increase,7
4268.8,0.0002,0.0008,1.5403,447.43,0.0003,19,video,tips,cpc,900*120,Promotion and salary increase,7
0.97,0.0081,0.5323,4.379,496.18,0.0638,26,video,tips,cpc,900*120,Promotion and salary increase,7
0.98,0.0088,0.5841,3.0619,410.61,0.0194,23,video,tips,cpc,900*120,Free,7
653.99,0.0001,0.011,1.746,543.46,0.0002,18,video,tips,cpc,900*120,Free,7
10.35,0.0099,0.1849,4.2317,421.06,0.0122,16,video,tips,cpc,900*120,Free,7
692.78,0.0002,0.0034,1.6188,358.16,0.0003,25,video,tips,cpc,900*120,Free,7
1461.75,0.0005,0.0061,1.5859,396.01,0.0007,17,video,tips,cpc,900*120,Free,7
1300.96,0.0001,0.002,1.5811,682.62,0.0001,6,video,tips,cpc,900*120,Free,7
1210.01,0.0004,0.0049,1.5768,499.7,0.0006,14,video,tips,cpc,900*120,Free,7
1621.98,0.0003,0.0028,1.2789,521.24,0.0003,1,video,tips,cpc,900*120,Promotion and salary increase,7
2663.84,0.0007,0.0022,1.2722,643.69,0.0005,17,video,tips,cpc,900*120,Promotion and salary increase,7
342.76,0.0007,0.0101,1.6931,316.59,0.001,25,video,tips,cpc,900*120,Promotion and salary increase,7
288.36,0.0,0.001,1.1331,540.51,0.0001,6,video,tips,cpc,900*120,Promotion and salary increase,7
1833.97,0.0009,0.0152,1.6338,450.03,0.0013,3,video,tips,cpc,900*120,Promotion and salary increase,7
1777.75,0.0002,0.0023,1.2588,513.28,0.0002,5,video,tips,cpc,900*120,Promotion and salary increase,7
1953.53,0.0003,0.0026,1.1703,633.08,0.0002,16,video,tips,cpc,900*120,Promotion and salary increase,7
310.53,0.0002,0.0028,1.1546,543.8,0.0001,22,video,tips,cpc,900*120,Promotion and salary increase,7
1370.38,0.0001,0.0016,1.3939,613.32,0.0001,10,video,tips,cpd,900*120,Promotion and salary increase,7
0.86,0.0,0.0,52.6591,1932.61,0.0,19,gif,Splash Screen,cpc,390*270,Employment,3
